publication_id,published_in,start_page,end_page,continued_on,continuation_end,illustrated,notes,article_subseries,system
-1289175037,-150965430,154,161,,,no,,0,1
-1288583787,372416710,5,7,,,no,,0,1
-1288582044,48309967,30,35,,,no,Critique of Honey magazine,0,1
-1287660639,1950559776,8,8,,,no,,0,1
-1287099092,-1023267098,118,120,,,no,,0,1
-1286668623,-1637477167,33,33,,,no,,0,1
-1286231232,1045966311,24,24,,,no,,0,1
-1286166848,-1544839053,61,61,,,yes,,0,1
-1286034768,882825675,9,9,,,no,Published In The Irish Press,1196432413,1
-1285430714,1354158969,6,6,,,no,,0,1
-1285289182,-623011369,140,142,,,no,,0,1
-1284455535,-1973903819,135,158,,,no,,0,1
-1284426726,-396278499,13,14,,,no,,0,1
-1284329372,-697076730,275,275,,,no,May,0,1
-1284071350,-1395612354,,,,,unknown,,0,1
-1283653394,1132328220,11,11,,,no,Printed with an English translation by the author.,0,1
-1283186690,-1841958652,15,15,,,no,,0,1
-1282945959,-2082218448,35,35,,,no,,0,1
-1282621702,-521321384,42,42,,,no,,0,1
-1282208337,-148025562,94,118,,,no,,0,1
-1282169244,-525235951,53,53,,,no,,0,1
-1282004275,-1324187268,50,98,,,unknown,,0,1
-1281127706,-1171324790,376,376,,,unknown,,0,1
-1281070289,-1864363354,631,635,,,no,,0,1
-1281036788,-1560164997,350,,,,unknown,,0,1
-1280952266,-1064768630,95,102,,,no,February,0,1
-1280888061,130728433,216,218,,,yes,Article on 'evil' literarture.,0,1
-1280543420,-254097331,235,235,,,no,,0,1
-1280528185,1603531751,227,227,,,unknown,,0,1
-1280352544,-893857614,37,37,,,no,,0,1
-1280027690,1718889571,332,348,,,no,,0,1
-1279926830,1141666380,55,57,,,no,"Part of a special section, 'Who Needs the Critics?'",0,1
-1279884155,-1026013121,7,8,,,yes,,0,1
-1279505068,-577406480,16,16,,,no,,0,1
-1279455747,1649399717,69,69,,,no,,0,1
-1278981132,1066623073,1,,,,unknown,,0,1
-1278580326,523341023,22,23,,,no,,0,1
-1277522976,893300155,352,352,,,unknown,,0,1
-1277372472,-2024979901,5,8,,,no,"""Women writing in Irish. A double marginality.""",0,1
-1277075368,-493259875,11,11,,,no,,0,1
-1276981100,-1510653591,44,46,,,no,,0,1
-1275813059,-747785541,1,5,,,unknown,,0,1
-1275737450,-1401651133,115,115,,,no,,0,1
-1274390085,2111202964,23,26,,,yes,,0,1
-1274189441,-1970138499,362,362,,,no,,0,1
-1274085308,-524519889,10,11,,,unknown,,0,1
-1273641510,1548736192,12,12,,,yes,,0,1
-1273225445,1171710502,219,224,,,no,April,0,1
-1272703715,866474902,25,25,,,no,Printed with translation,0,1
-1272535973,1515665410,9,9,,,no,Published in The Irish Press.,1196432413,1
-1272417877,-650027886,21,31,,,yes,,0,1
-1272109972,-1570001929,8,36,,,no,,0,1
-1271811074,1173286067,531,538,,,no,August,0,1
-1271791955,-204321941,8,9,,,yes,,0,1
-1271787099,2132763316,8,8,,,no,,0,1
-1271670308,510428638,19,22,,,yes,,0,1
-1271666985,-1656801509,65,68,,,no,,0,1
-1271335769,-690355165,23,23,,,no,,0,1
-1271038365,452232213,60,60,,,no,,0,1
-1270807658,-1468261367,19,21,,,no,Michael Everson wrote this piece originally.,0,1
-1270761546,436239729,274,285,,,no,,0,1
-1270703997,645952048,22,23,,,no,,0,1
-1270580806,-931019459,72,77,,,unknown,,0,1
-1270298578,593150043,16,18,,,no,,0,1
-1270265039,1610687984,425,440,,,unknown,,0,1
-1270056623,-953740501,53,53,,,no,Reprinted from the Irish Times,0,1
-1269918417,-2099189129,14,15,,,no,,0,1
-1269807868,-34864329,29,38,,,no,,0,1
-1269594063,-816049945,21,21,,,no,,0,1
-1269591800,-192629094,1064,1064,,,no,,0,1
-1269153211,1171710502,299,299,,,no,May,0,1
-1268797373,183995144,1,5,,,unknown,,0,1
-1268749302,-54784185,11,11,,,yes,,0,1
-1268746419,-1358016516,10,10,,,no,,0,1
-1268727256,1947120163,17,23,,,no,,0,1
-1268606844,366120202,47,47,,,no,"""from the German of Ingebory Bachmann"".",0,1
-1268602396,-1481393564,88,89,,,no,,0,1
-1268584893,210602707,16,16,,,no,John Moriarty translated by Máire Áine Nic Ghearailt,0,1
-1268120920,-260979549,171,171,,,no,"1980-81, Part 3",0,1
-1268098568,278009925,24,24,,,no,,0,1
-1267845239,-1186458968,5,5,,,yes,,0,1
-1267795538,-421265503,60,61,,,no,"Review of Angela Greene, Silence and the Blue Night; Katie Donovan, Watermelon Man; Conor O'Callaghan, The History of Rain.",0,1
-1267735983,971838569,25,25,,,no,,0,1
-1267535630,1342755923,18,19,,,yes,,0,1
-1267495618,60439889,610,626,,,unknown,,0,1
-1267307903,1171536095,225,234,,,no,May,0,1
-1266975929,-1152113628,109,120,,,no,,0,1
-1266804345,-1306916514,427,438,,,unknown,,0,1
-1266618515,1771185214,25,25,,,yes,,0,1
-1266611798,1105700112,22,23,,,yes,,0,1
-1266455187,616426046,8,8,,,no,,0,1
-1266257069,-2118346070,72,72,,,no,,0,1
-1266041494,1853416073,173,181,,,unknown,,0,1
-1265980088,1928988223,72,73,,,no,February,0,1
-1265705770,414212681,4,5,,,no,,0,1
-1265606265,-1485436670,44,44,,,no,"""For Bo""",0,1
-1265388078,-1424318266,53,61,,,no,,0,1
-1265309010,437995041,596,596,,,no,,0,1
-1264820491,91417528,13,14,,,no,,0,1
-1263897808,1899673935,101,104,,,unknown,,0,1
-1263788562,956083905,6,11,,,yes,,0,1
-1263722295,-831805208,4,6,,,no,,0,1
-1263639721,222762388,53,53,,,no,January,0,1
-1263337691,366120202,69,69,,,no,Translated from Korean.,0,1
-1263221131,-1171324790,517,518,,,unknown,,0,1
-1263076334,552624117,,,,,unknown,,1196432413,1
-1262945997,339815927,292,292,,,no,,1476450338,1
-1262754011,107704662,426,426,,,no,July,0,1
-1262509243,-1392044258,24,24,,,no,,0,1
-1262407040,986938405,334,339,,,unknown,,0,1
-1262292451,-1432367944,391,391,,,no,Published in the Apirl Jus Suffragil.,0,1
-1261931648,618371035,4,4,,,no,,0,1
-1261604384,452232213,24,24,,,no,,0,1
-1261572218,1135100663,51,51,,,no,"""for Barbara Falkowska and her family""",0,1
-1261127461,1884239068,111,112,,,no,Review of John O'Donnell,0,1
-1260967866,1171980060,500,502,,,no,September,0,1
-1260621095,314457591,14,15,,,yes,,0,1
-1259393849,-577406480,10,10,,,no,,0,1
-1259090659,-690355165,44,44,,,no,,0,1
-1259079798,1813940383,46,46,,,no,,0,1
-1258478770,-1977443628,116,122,,,no,,0,1
-1258472849,-1152185861,30,30,,,no,,0,1
-1258311186,1431245505,186,191,,,unknown,,0,1
-1258099113,1045966311,28,29,,,no,,0,1
-1258015963,-1159625257,54,54,,,unknown,,0,1
-1257766325,1171536095,57,65,139,145,no,Feb; Mar,0,1
-1257747507,449622087,17,17,,,no,,0,1
-1257545745,980262199,74,75,,,no,,0,1
-1256643294,1180395333,3,4,,,no,,0,1
-1256102286,1139318752,35,35,,,no,,0,1
-1256012421,1705877010,287,287,,,no,,0,1
-1256006093,36289719,14,18,,,yes,,0,1
-1255843682,193169648,8,11,,,yes,,0,1
-1255824604,2100514959,3,63,,,no,,0,1
-1255105410,1876091574,241,255,,,yes,,0,1
-1255070736,911765924,25,25,,,yes,,0,1
-1254675632,192783108,18,20,,,no,,0,1
-1254302685,1132311530,51,59,,,no,"Review of John Montague, The Love Poems",0,1
-1253819938,-1394794383,5,5,,,no,,0,1
-1253693128,312389491,38,48,,,no,,0,1
-1253534543,94157604,503,504,,,no,,0,1
-1253482131,971838569,38,38,,,no,,0,1
-1253280560,-742047637,6,7,,,yes,,0,1
-1252792725,1031608371,15,15,,,no,,0,1
-1252476369,1139332696,24,27,,,no,Printed with version in English by the author.,0,1
-1252117304,1172516445,263,268,,,no,May,0,1
-1251959167,255967485,307,307,,,no,,163930252,1
-1251898523,-1778041757,75,75,,,no,,0,1
-1251531624,-1479998585,489,490,,,no,,0,1
-1251072320,-2124957851,132,135,,,no,,0,1
-1250918814,170864005,53,66,,,no,,0,1
-1250902732,764062943,,,,,unknown,,0,1
-1249882755,-714289875,583,585,,,no,,0,1
-1249672035,-140069748,69,72,,,no,,0,1
-1249199472,1510145385,25,,,,unknown,,0,1
-1248908543,-180766976,26,49,,,unknown,,0,1
-1248525406,-1450422331,10,10,,,unknown,On the Northern Ireland Women's Rights Movement,0,1
-1248502906,2033437149,18,18,,,yes,,0,1
-1248240602,-1841579844,19,19,,,no,Included in 'Anthology of Argentinian Poetry'. Translated from the original text in Las aventuras perdidas.,0,1
-1247773075,615871219,581,593,,,no,October,0,1
-1247390402,1131730426,52,52,,,no,,0,1
-1246974448,-733595196,15,16,,,no,,0,1
-1246932527,-743550759,278,279,,,no,,0,1
-1246843278,-1609033793,106,107,,,no,February,0,1
-1246761585,1843296902,255,264,,,no,,0,1
-1246532561,-998720935,18,22,,,yes,,0,1
-1246333850,1137058329,9,12,,,yes,,,1
-1246271809,1133470785,134,134,,,no,,0,1
-1245839292,1131730426,49,49,,,no,,0,1
-1245543382,1649989344,77,77,,,unknown,,0,1
-1245431063,344113411,11,11,,,yes,,0,1
-1245361199,1608854800,45,62,,,unknown,,0,1
-1245147463,-1703807848,22,29,,,no,,0,1
-1243992983,-1841379576,14,22,,,no,,0,1
-1243850816,863045609,203,203,,,no,April,0,1
-1243414964,295696727,19,19,,,no,,0,1
-1243055833,-522075566,30,34,,,no,,0,1
-1242318233,-1776772674,214,233,,,no,,0,1
-1241970731,228263404,354,354,,,no,,-130755939,1
-1241796884,1169256567,19,21,,,no,,0,1
-1241600168,-739360237,9,9,,,no,Published in the Irish Press.,1196432413,1
-1241299462,1173110667,753,755,,,no,December,0,1
-1241295312,923225563,23,23,,,no,,0,1
-1241272043,-188148252,50,101,,,no,,0,1
-1241162675,1131730426,100,100,,,no,,0,1
-1240984696,-493602281,27,28,,,no,,0,1
-1240671265,-1284866415,21,21,,,no,translated from the French,0,1
-1240472424,1342755923,8,36,,,yes,,0,1
-1240325425,1194200262,4,4,,,unknown,,0,1
-1239880958,-1424318266,76,77,,,no,,0,1
-1239739597,1876091574,172,175,,,yes,,0,1
-1239678046,1131730426,15,16,,,no,"Part of supplement on Scottish poetry. Printed with English translation, 'Song in Winter'.",0,1
-1239135747,1492413852,63,63,,,no,,0,1
-1239133686,-105833424,,,,,unknown,,0,1
-1239023118,-848620784,436,436,,,unknown,,2005748698,1
-1238944153,1928988223,678,696,,,no,December. Cont in vol 39,-658162059,1
-1238883260,1588823483,32,33,,,no,,0,1
-1238751271,1597119966,55,55,,,no,Printed with English translation.,0,1
-1238101575,-1169661032,1,5,,,unknown,,0,1
-1237986260,748711737,178,178,,,unknown,,2005748698,1
-1237677632,-1159625257,116,116,,,unknown,,-596841026,1
-1237017350,-893857614,48,48,,,no,"Translation, reprinted from The Great Friend and Other Translated Poems.",0,1
-1236783943,245418648,10,11,,,no,,0,1
-1236771838,1444783525,22,22,,,no,,0,1
-1236770508,1439613028,786,786,,,unknown,,0,1
-1236453635,-1013163444,15,15,,,unknown,,0,1
-1236193830,-1810725104,94,95,,,no,,0,1
-1236116525,-1292767428,94,94,,,no,"""after a painting by Carol Graham""",0,1
-1236000301,1730343005,6,6,,,no,,0,1
-1235605767,-2062362978,69,69,,,no,,0,1
-1235601504,1504825983,21,21,,,no,,0,1
-1235210386,-1992349796,30,31,,,no,,0,1
-1235068591,1239429265,77,93,,,no,,0,1
-1234827135,298435752,251,256,,,yes,,0,1
-1234713931,1277760004,8,10,,,no,,0,1
-1234673370,-1830162463,19,19,,,no,,0,1
-1234643758,-1609033793,599,599,,,no,September,0,1
-1234529758,757113769,597,598,,,no,"Written Cork, May 1839.",0,1
-1234339759,1484503595,32,33,,,no,,0,1
-1234119139,-2056166135,29,30,,,no,,0,1
-1233792069,270082274,43,67,,,no,,0,1
-1233194893,-224395774,21,21,,,no,,0,1
-1232853319,456322200,488,497,,,unknown,,0,1
-1232423523,-322410956,27,27,,,no,,0,1
-1231946133,532141138,4,4,,,no,,0,1
-1231874637,1578820563,182,182,,,no,,-1163715418,1
-1231524746,-2066667407,152,153,,,yes,,0,1
-1231491342,1329711701,6,7,,,unknown,,0,1
-1231198894,-1506614632,368,372,,,no,September,0,1
-1230890510,2116733917,28,28,,,no,,0,1
-1230768961,-580110542,113,113,,,no,,0,1
-1230214752,-222216566,81,88,,,no,,0,1
-1230141109,-16763214,94,96,,,no,,0,1
-1229827577,-192629094,1057,1063,,,no,,0,1
-1229709039,930602832,18,19,,,no,,0,1
-1229125665,-1453906401,101,102,,,no,,0,1
-1228316626,-1654611455,8,11,,,no,,0,1
-1227345059,-65256896,31,32,,,no,,0,1
-1226926329,278041392,18,19,,,no,,0,1
-1226739624,2139046813,82,104,,,no,,0,1
-1226576078,1174055092,73,73,,,no,February,0,1
-1226101228,-1276387778,412,412,,,unknown,,0,1
-1225786213,1376834036,389,389,,,unknown,,0,1
-1225713570,-578431900,338,340,,,yes,,0,1
-1225607702,1132751897,72,72,,,no,,0,1
-1225510790,1125999892,363,378,,,yes,,0,1
-1225480174,1118926024,41,44,,,no,,0,1
-1225468781,866474902,26,26,,,no,Printed with translation,0,1
-1225156263,1182756280,324,330,,,unknown,,0,1
-1224816816,1131730426,89,89,,,no,Part of supplement on Scottish poetry,0,1
-1224434344,591997777,306,306,,,no,Two letters 'suppressed by some of the Dublin papers'.,0,1
-1224343771,-740184951,13,31,,,no,,0,1
-1224225091,-1955620052,283,296,,,no,,0,1
-1223859663,-868544846,74,74,,,no,,0,1
-1223320168,420557789,20,21,,,no,'An Triaill' le Mairéad Ní Ghráda,0,1
-1223316779,1578911069,16,16,,,no,,0,1
-1223076043,306071684,8,9,,,no,,0,1
-1222279745,418952061,179,179,,,no,,0,1
-1221937252,726368275,591,591,,,no,November,0,1
-1221248730,-606868091,248,253,,,no,May,0,1
-1220455670,1647626364,556,566,,,no,,0,1
-1219837629,1828380359,54,54,,,yes,,0,1
-1219528603,206265460,588,600,,,unknown,,0,1
-1218521739,-1943843367,28,28,,,no,,0,1
-1218511493,1768070743,np,np,,,no,,0,1
-1218145026,1160117265,130,134,,,no,,0,1
-1217893952,-435056869,21,43,,,no,,0,1
-1217719045,1331392290,277,277,,,unknown,,0,1
-1217404498,1439613028,587,587,,,unknown,,0,1
-1217103534,463670496,109,109,,,no,,0,1
-1216471414,1132773275,48,48,,,no,Published in Womens Work IX (1998),0,1
-1216409963,1149280800,28,29,,,no,,0,1
-1216090788,-676333826,117,119,,,yes,,0,1
-1215656298,-690355165,13,13,,,no,for William Meredith,0,1
-1215325941,589558086,101,105,,,no,,0,1
-1215029623,1137402787,6,6,,,yes,,0,1
-1214874481,825206150,16,19,,,no,Review of 'Duais-aistí Oireachtais 1972' (ed.) Aindrias ó Muimhneacháin,0,1
-1214812148,-1873387660,432,432,,,no,October,0,1
-1214233009,1282451276,47,47,,,no,Letter addressed to the Belfast Newsletter and Northern Whig. Refused publication by both papers.,0,1
-1214067024,-697076730,318,319,,,no,June,0,1
-1213749010,626583067,11,11,,,no,,0,1
-1213560220,1409083674,36,37,,,unknown,,0,1
-1213472705,1702859021,36,36,,,no,,0,1
-1212872731,1807423446,18,22,,,yes,,0,1
-1212632001,863045609,23,690,,,no,Cont from vol 30. Chapters 19-42. Cont in vol 32,0,1
-1212624206,1594209975,41,41,,,no,,0,1
-1211363104,-521321384,42,42,,,no,,0,1
-1211240553,-867109502,425,,,,unknown,,0,1
-1211019816,1844951837,64,65,,,no,"Review of Patricia Lynch, The Dark Sailor of Youghal",0,1
-1210927866,-1162987530,7,8,,,no,Page no.s in Roman numerals,0,1
-1210802342,-2142629033,9,11,,,yes,Discusses Banville and 'the perceptions of science in Ireland'.,0,1
-1210374200,1174918186,337,344,,,no,July,0,1
-1210206318,-1565517197,34,39,,,no,,0,1
-1210009051,105282868,3,,,,unknown,information from index of authors 1924-1987,0,1
-1209901084,-112553087,44,44,,,no,,0,1
-1209652223,-1548291493,6,6,,,yes,,0,1
-1209638758,-1113972351,20,21,,,no,,0,1
-1209141756,713068243,86,86,,,no,,0,1
-1209095817,1406222094,8,9,,,no,,0,1
-1208975162,201319129,339,339,,,no,,-1754267155,1
-1208913934,1881534293,,,,,unknown,,0,1
-1208815111,1131527709,16,16,,,no,,0,1
-1208391711,1226625888,39,43,,,no,,0,1
-1208283928,526572779,77,77,,,no,,0,1
-1207974411,96758340,9,9,,,no,,0,1
-1207852850,1174918186,225,229,,,no,May,0,1
-1207645393,-661101758,413,413,,,no,,0,1
-1207595193,1467480289,39,39,,,yes,,0,1
-1207583013,1182246949,9,9,,,no,Published in The Irish Press,1196432413,1
-1207190899,-1044788500,167,167,,,no,,-683429388,1
-1206955453,-2081098102,74,89,,,no,,0,1
-1206900062,-1936580664,70,71,,,no,,0,1
-1206886837,2123729036,20,20,,,no,,0,1
-1206569162,-1597844537,20,20,,,no,,0,1
-1206531571,108446418,0,0,,,unknown,,0,1
-1206519760,-1215083189,17,,25,25,no,,0,1
-1206496375,-1721775908,16,18,,,no,,0,1
-1206032052,1131730426,60,60,,,no,Printed with translation by Máire Mhac an tSaoi,0,1
-1206005191,-1611686957,8,9,,,no,,0,1
-1205882838,-1148166048,125,132,,,yes,,-1377194378,1
-1204814584,567349523,34,37,,,no,"Review of James Ellis, Domestic Flight; Nessa O'Mahony, Bar Talk; Ann Zell, Weathering.",0,1
-1204697511,1000999888,101,103,,,no,,0,1
-1204660368,-602275185,16,16,,,no,,0,1
-1204633814,1146648173,340,352,,,no,,0,1
-1204200114,1704730696,16,16,,,no,,0,1
-1204187033,1146693316,4,4,,,no,,0,1
-1203890367,-1461585847,15,15,,,no,,0,1
-1203869749,1639587634,1,1,,,no,,0,1
-1203761153,-1224999740,94,94,,,no,,0,1
-1203680422,-1664667830,7,8,,,no,Page no.s in Roman numerals,0,1
-1203600768,868106971,335,347,,,unknown,,0,1
-1203581943,-952234456,120,120,,,no,,-62000234,1
-1203318866,-284258230,177,179,,,no,,0,1
-1203268131,-1159116955,47,47,,,no,,0,1
-1202592282,-1013163444,66,66,,,unknown,,0,1
-1202543434,-89535037,59,66,,,unknown,,0,1
-1202067315,-189559236,10,10,,,no,,0,1
-1201774330,43176859,28,28,,,no,,0,1
-1201540788,-1609033793,600,604,,,no,September,0,1
-1201221497,-1893233960,317,325,,,no,June,0,1
-1201193129,1713174230,107,110,,,unknown,,0,1
-1199876166,-1093033822,237,241,,,no,,0,1
-1199361552,596461067,223,236,,,unknown,,0,1
-1199066573,1392852026,499,455,,,unknown,,0,1
-1198809814,1933466961,5,5,,,no,,0,1
-1198663478,1093341447,34,34,,,no,,0,1
-1198336115,-2038654660,4,5,,,no,,0,1
-1198267397,2132480069,9,9,,,no,,0,1
-1197929978,1292331282,272,273,,,unknown,,0,1
-1197826420,-103693182,6,6,,,no,,0,1
-1197782699,1132328220,22,22,,,no,,0,1
-1197516426,1768183145,229,240,,,unknown,,0,1
-1197174715,1876091574,130,135,,,yes,,0,1
-1197081191,-520729864,4,4,,,no,,0,1
-1197007469,-1931882214,268,290,,,no,,0,1
-1196811532,1340027094,6,7,,,yes,,0,1
-1196712784,1139337212,32,33,,,no,,0,1
-1196150957,-1661861414,69,70,,,no,,0,1
-1196148633,-1270295514,6,6,,,no,,0,1
-1196034360,1768070743,np,np,,,no,,0,1
-1195567404,-1784082177,323,368,,,unknown,,0,1
-1195489621,1387502020,4,5,,,no,,0,1
-1195239300,-488787061,18,18,,,yes,Review of Grace Nichols and Caryl Phillips.,0,1
-1194876659,30253817,297,299,,,no,May,0,1
-1194806791,-1153081661,589,589,,,no,,0,1
-1194777438,1135010462,30,30,,,no,,0,1
-1194529009,1149256659,68,72,,,yes,,0,1
-1194325715,1283852292,14,14,,,no,,0,1
-1194101575,1928988223,525,528,,,no,September,0,1
-1194027094,-1212179,24,26,,,no,,0,1
-1193320730,1185354035,284,294,,,unknown,,0,1
-1193300284,-1270295514,6,6,,,no,,0,1
-1193057680,828967051,7,,,,unknown,,0,1
-1192916503,1171285773,36,43,,,no,Jan,0,1
-1192840746,1146727241,90,98,,,unknown,,0,1
-1192474588,832088463,7,,,,unknown,information from index of authors 1924-1987,0,1
-1192402724,-1027462939,85,85,,,unknown,,0,1
-1192395294,1687555476,5,12,,,yes,,0,1
-1191817120,1584714811,195,212,,,no,,0,1
-1191638465,-1547895160,116,124,,,no,,0,1
-1191367728,-240619979,6,8,,,yes,,0,1
-1190763791,-1668083202,20,20,,,no,,0,1
-1190708878,-1557791482,37,39,,,yes,,0,1
-1190545117,-1041702416,367,373,,,no,September,0,1
-1190250424,-35732672,13,13,,,no,,0,1
-1189869738,150146332,11,11,,,no,,0,1
-1189478383,-422567420,18,18,,,no,,0,1
-1189356730,726368275,363,367,,,no,July,0,1
-1189318942,1582589887,19,20,,,no,,0,1
-1188841616,-353410170,26,26,,,no,,0,1
-1188811890,30253817,311,313,,,no,June,0,1
-1188611004,358554592,47,48,,,no,,0,1
-1188569903,526572779,74,74,,,no,,0,1
-1188266581,1928988223,558,580,,,no,October,-658162059,1
-1187756292,-490696808,66,66,,,no,,0,1
-1187436584,505593348,43,43,,,no,Printed alongside version in Irish by the author.,0,1
-1187351262,-459016379,1,6,,,unknown,,0,1
-1187031042,1146704851,42,42,,,no,,0,1
-1186019066,-786412231,15,17,,,no,,0,1
-1185946525,-786414294,17,18,,,unknown,On Derek Mahon's poetry,0,1
-1185724892,1179148175,10,11,,,no,"'The Little Mermaid', 'Unoriginal Sin', 'Squib', 'Patients in the Hospital Grounds'",0,1
-1184355292,-1506614632,22,27,,,no,January,0,1
-1184149967,-959618740,159,159,,,no,,875499651,1
-1183382753,1778310416,166,170,,,yes,,0,1
-1182884291,-1064768630,227,241,,,no,May,1953227643,1
-1182603026,-301955647,,,,,unknown,,0,1
-1182572881,1137679468,29,29,,,no,"""from The Rose-Geranium""",0,1
-1182334162,29135129,472,,,,unknown,,0,1
-1182065274,420557789,26,27,,,yes,,0,1
-1181725996,-390732216,34,34,,,yes,,0,1
-1181632945,-493259875,22,30,,,no,,0,1
-1181529722,1172077206,505,505,,,no,September,0,1
-1181477056,1619649179,117,126,,,no,,0,1
-1181267517,379780106,129,129,,,unknown,1942-43,0,1
-1181032743,-1944019187,26,26,,,yes,,0,1
-1181025408,-1481393564,77,77,,,no,,0,1
-1179946102,1427773517,273,301,,,no,,0,1
-1179235128,-2042492159,0,0,,,unknown,,0,1
-1178587311,615871219,442,454,,,no,chapters i-xiv; cont in vol40. August,0,1
-1178509574,-443049787,159,159,,,no,,0,1
-1177913429,-1570001929,35,35,,,no,,0,1
-1177554584,1452476782,82,82,,,no,,0,1
-1177505944,-1468625508,51,68,,,yes,,0,1
-1176951994,591997777,307,307,,,no,,0,1
-1176842548,-129916451,5,5,,,no,,0,1
-1176807108,-878622542,14,14,,,yes,,0,1
